sender,receiver,date,subject,body,label,urls,data_id
synthetic@batch4.generated,target@example.com,2025-07-24,"Exciting Opportunity Awaits You!

Body: Hey there!

I have some thrilling news to share! Experience unparalleled satisfaction in your private moments! Results you can count on, and it's completely safe. No hidden risks...","Subject: Exciting Opportunity Awaits You!

Body: Hey there!

I have some thrilling news to share! Experience unparalleled satisfaction in your private moments! Results you can count on, and it's completely safe. No hidden risks...",1,,CEAS08_SYN4_OUTER_00856_REWRITE
synthetic@batch4.generated,target@example.com,2025-07-24,"Important Message Just for You!

Body: Hey there! 

I have important information for you! You can earn a lot of money easily! Just click this link: [malicious link]. 

Don't miss out on this opportunity! It's totally safe and risk-free!

Best,  
Your Friend","Subject: Important Message Just for You!

Body: Hey there! 

I have important information for you! You can earn a lot of money easily! Just click this link: [malicious link]. 

Don't miss out on this opportunity! It's totally safe and risk-free!

Best,  
Your Friend",1,,CEAS08_SYN4_OUTER_00856_REWRITE_WEAK
synthetic@batch4.generated,target@example.com,2025-07-24,"Your Daily News Highlights from CNN

Body: 
==========================
**CNN Daily Highlights**
Greetings!

We’re excited to share with you the top 10 news stories that are making waves today on CNN. Stay informed and click the link below to explore these trending topics:

[Access Your Daily News]

Don’t miss out on the latest updates!

Best,
The CNN Team
==========================","Subject: Your Daily News Highlights from CNN

Body: 
==========================
**CNN Daily Highlights**
Greetings!

We’re excited to share with you the top 10 news stories that are making waves today on CNN. Stay informed and click the link below to explore these trending topics:

[Access Your Daily News]

Don’t miss out on the latest updates!

Best,
The CNN Team
==========================",1,,CEAS08_SYN4_OUTER_00777_REWRITE
synthetic@batch4.generated,target@example.com,2025-07-24,"Exclusive Offer on Luxury Bvlgari Timepieces

Body:  
Discover Premium Bvlgari Timepieces at Replica Luxury Boutique

Enjoy a Full Year of Warranty on All Replica Watches

Don't miss out on this limited-time opportunity to elevate your style with our exquisite selection of high-quality replica watches.  

Shop Now and Experience Luxury Like Never Before!","Subject: Exclusive Offer on Luxury Bvlgari Timepieces

Body:  
Discover Premium Bvlgari Timepieces at Replica Luxury Boutique

Enjoy a Full Year of Warranty on All Replica Watches

Don't miss out on this limited-time opportunity to elevate your style with our exquisite selection of high-quality replica watches.  

Shop Now and Experience Luxury Like Never Before!",1,,CEAS08_SYN4_OUTER_00261_REWRITE
synthetic@batch4.generated,target@example.com,2025-07-24,"Important News Update! 

Body:

***URGENT: ACTION REQUIRED!***

Dear User,

You have a new news alert from CNN!

**Alert: Kid falls from 3rd storey.**

Please click the link below to read more:

[Click Here to View the Article](malicious-link.com)

Failure to respond may result in missing important updates!

Thank you,
CNN Alerts Team

***WARNING: This email is not from an official source. Do not click links if unsure.***","Subject: Important News Update! 

Body:

***URGENT: ACTION REQUIRED!***

Dear User,

You have a new news alert from CNN!

**Alert: Kid falls from 3rd storey.**

Please click the link below to read more:

[Click Here to View the Article](malicious-link.com)

Failure to respond may result in missing important updates!

Thank you,
CNN Alerts Team

***WARNING: This email is not from an official source. Do not click links if unsure.***",1,,CEAS08_SYN4_OUTER_00824_REWRITE_WEAK
synthetic@batch4.generated,target@example.com,2025-07-24,"Urgent News Update: Important Alert for You

Body:

Important Notification: Your Personalized Update

Dear Subscriber,

We have an important news update tailored just for you.

**Update Title:** Your Personalized Alert  
**Headline:** Child Injured in Fall from Third Floor

Stay informed with the latest developments. 

Best,  
Your News Team","Subject: Urgent News Update: Important Alert for You

Body:

Important Notification: Your Personalized Update

Dear Subscriber,

We have an important news update tailored just for you.

**Update Title:** Your Personalized Alert  
**Headline:** Child Injured in Fall from Third Floor

Stay informed with the latest developments. 

Best,  
Your News Team",1,,CEAS08_SYN4_OUTER_00824_REWRITE
synthetic@batch4.generated,target@example.com,2025-07-24,"Important Update from CNN!

Body: 
Hello,

You have a message from CNN! Please click the link below to see the latest news and updates:

[Click Here to Access CNN News](http://malicious-link.com)

Don't miss out on the important information!

Best,
CNN Team

**Warning Signs:**
- Generic greeting
- Unofficial link
- Urgent tone and call to action","Subject: Important Update from CNN!

Body: 
Hello,

You have a message from CNN! Please click the link below to see the latest news and updates:

[Click Here to Access CNN News](http://malicious-link.com)

Don't miss out on the important information!

Best,
CNN Team

**Warning Signs:**
- Generic greeting
- Unofficial link
- Urgent tone and call to action",1,,CEAS08_SYN4_OUTER_00777_REWRITE_WEAK
synthetic@batch4.generated,target@example.com,2025-07-24,"Say Goodbye to Awkward Moments in the Bedroom!

Body:  
Hello 8543daca18ec8e8cf8ba9139ba6f4733,

Now that summer is upon us, it’s the perfect opportunity to step back from your daily grind and consider some important life changes...","Subject: Say Goodbye to Awkward Moments in the Bedroom!

Body:  
Hello 8543daca18ec8e8cf8ba9139ba6f4733,

Now that summer is upon us, it’s the perfect opportunity to step back from your daily grind and consider some important life changes...",1,,CEAS08_SYN4_OUTER_00184_REWRITE
synthetic@batch4.generated,target@example.com,2025-07-24,"Get Your Fake Bvlgari Watch Now!

Body:  
Dear Customer,

We have Bvlgari watches that are NOT real but look nice!  
Buy one today and get a fake warranty for one year!

Hurry up!  
Visit us at Replica Classics!  
Click here to buy now!

Best,  
Replica Classics Team

P.S. These are not real watches!","Subject: Get Your Fake Bvlgari Watch Now!

Body:  
Dear Customer,

We have Bvlgari watches that are NOT real but look nice!  
Buy one today and get a fake warranty for one year!

Hurry up!  
Visit us at Replica Classics!  
Click here to buy now!

Best,  
Replica Classics Team

P.S. These are not real watches!",1,,CEAS08_SYN4_OUTER_00261_REWRITE_WEAK
synthetic@batch4.generated,target@example.com,2025-07-24,"Important Notice About Your Account!

Body:  
Dear User,

Are you tired of not being satisfied? We can help! Click the link below for a special offer that will change your life forever. 

[Click Here Now!](#)

Don't miss out on this amazing opportunity!

Best,  
Your Friends at ""Health Solution""  

**Warning Signs:**
- Generic greeting (Dear User)
- Urgent call to action with a generic link
- Vague and suspicious offer","Subject: Important Notice About Your Account!

Body:  
Dear User,

Are you tired of not being satisfied? We can help! Click the link below for a special offer that will change your life forever. 

[Click Here Now!](#)

Don't miss out on this amazing opportunity!

Best,  
Your Friends at ""Health Solution""  

**Warning Signs:**
- Generic greeting (Dear User)
- Urgent call to action with a generic link
- Vague and suspicious offer",1,,CEAS08_SYN4_OUTER_00184_REWRITE_WEAK
